minutes,name,location
18:12,Lisa Nash,spices
18:12,Elizabeth Novak,checkout
18:12,Patrick Best,spices
18:12,Kelsey Hernandez,spices
18:12,Charles Peterson,entrance
18:12,John Gutierrez,entrance
18:13,Natalie Lopez,spices
18:13,Dr. Karen Lowery,checkout
18:13,Michael Duarte,drinks
18:13,Lisa Nash,spices
18:13,Patrick Best,fruit
18:13,Kelsey Hernandez,dairy
18:13,Charles Peterson,dairy
18:13,John Gutierrez,dairy
18:13,Diane Fischer,entrance
18:14,Natalie Lopez,dairy
18:14,Michael Duarte,drinks
18:14,Lisa Nash,spices
18:14,Patrick Best,fruit
18:14,Kelsey Hernandez,dairy
18:14,Charles Peterson,dairy
18:14,John Gutierrez,dairy
18:14,Diane Fischer,dairy
18:14,Joshua Benitez,entrance
18:14,Heather Greer,entrance
18:15,Natalie Lopez,dairy
18:15,Michael Duarte,drinks
18:15,Lisa Nash,fruit
18:15,Patrick Best,checkout
18:15,Kelsey Hernandez,checkout
18:15,Charles Peterson,dairy
18:15,John Gutierrez,dairy
18:15,Diane Fischer,dairy
18:15,Joshua Benitez,drinks
18:15,Heather Greer,drinks
18:15,Christopher Jackson,entrance
18:16,Natalie Lopez,dairy
18:16,Michael Duarte,drinks
18:16,Lisa Nash,drinks
18:16,Charles Peterson,dairy
18:16,John Gutierrez,checkout
18:16,Diane Fischer,dairy
18:16,Joshua Benitez,spices
18:16,Heather Greer,checkout
18:16,Christopher Jackson,dairy
18:16,Angela Ruiz,entrance
18:17,Natalie Lopez,dairy
18:17,Michael Duarte,drinks
18:17,Lisa Nash,fruit
18:17,Charles Peterson,checkout
18:17,Diane Fischer,dairy
18:17,Joshua Benitez,dairy
18:17,Christopher Jackson,fruit
18:17,Angela Ruiz,fruit
18:17,Jennifer Boyer,entrance
18:17,Fernando Harrison,entrance
18:18,Natalie Lopez,dairy
18:18,Michael Duarte,drinks
18:18,Lisa Nash,fruit
18:18,Diane Fischer,dairy
18:18,Joshua Benitez,dairy
18:18,Christopher Jackson,checkout
18:18,Angela Ruiz,checkout
18:18,Jennifer Boyer,drinks
18:18,Fernando Harrison,dairy
18:19,Natalie Lopez,dairy
18:19,Michael Duarte,checkout
18:19,Lisa Nash,dairy
18:19,Diane Fischer,drinks
18:19,Joshua Benitez,fruit
18:19,Jennifer Boyer,drinks
18:19,Fernando Harrison,checkout
18:20,Natalie Lopez,dairy
18:20,Lisa Nash,dairy
18:20,Diane Fischer,drinks
18:20,Joshua Benitez,fruit
18:20,Jennifer Boyer,drinks
18:21,Natalie Lopez,dairy
18:21,Lisa Nash,dairy
18:21,Diane Fischer,checkout
18:21,Joshua Benitez,fruit
18:21,Jennifer Boyer,drinks
18:22,Natalie Lopez,drinks
18:22,Lisa Nash,dairy
18:22,Joshua Benitez,fruit
18:22,Jennifer Boyer,drinks
18:23,Natalie Lopez,dairy
18:23,Lisa Nash,fruit
18:23,Joshua Benitez,fruit
18:23,Jennifer Boyer,checkout
18:23,Gabriela Torres,entrance
18:23,Jose Graham,entrance
18:24,Natalie Lopez,dairy
18:24,Lisa Nash,fruit
18:24,Joshua Benitez,fruit
18:24,Gabriela Torres,dairy
18:24,Jose Graham,dairy
18:24,Tina Hill,entrance
18:25,Natalie Lopez,dairy
18:25,Lisa Nash,checkout
18:25,Joshua Benitez,fruit
18:25,Gabriela Torres,dairy
18:25,Jose Graham,dairy
18:25,Tina Hill,spices
18:25,Lisa Ingram,entrance
18:25,Julian Rodriguez,entrance
18:26,Natalie Lopez,dairy
18:26,Joshua Benitez,drinks
18:26,Gabriela Torres,dairy
18:26,Jose Graham,dairy
18:26,Tina Hill,spices
18:26,Lisa Ingram,fruit
18:26,Julian Rodriguez,spices
18:26,Richard Martin,entrance
18:27,Natalie Lopez,drinks
18:27,Joshua Benitez,drinks
18:27,Gabriela Torres,dairy
18:27,Jose Graham,checkout
18:27,Tina Hill,checkout
18:27,Lisa Ingram,fruit
18:27,Julian Rodriguez,checkout
18:27,Richard Martin,fruit
18:27,Brandi Smith,entrance
18:28,Natalie Lopez,drinks
18:28,Joshua Benitez,drinks
18:28,Gabriela Torres,dairy
18:28,Lisa Ingram,fruit
18:28,Richard Martin,spices
18:28,Brandi Smith,drinks
18:28,Ryan Cabrera,entrance
18:28,Alicia Thompson,entrance
18:29,Natalie Lopez,drinks
18:29,Joshua Benitez,checkout
18:29,Gabriela Torres,dairy
18:29,Lisa Ingram,checkout
18:29,Richard Martin,spices
18:29,Brandi Smith,drinks
18:29,Ryan Cabrera,fruit
18:29,Alicia Thompson,dairy
18:29,Daniel Moreno,entrance
18:29,Amy Williams,entrance
18:30,Natalie Lopez,drinks
18:30,Gabriela Torres,dairy
18:30,Richard Martin,spices
18:30,Brandi Smith,checkout
18:30,Ryan Cabrera,spices
18:30,Alicia Thompson,fruit
18:30,Daniel Moreno,fruit
18:30,Amy Williams,dairy
18:30,Mary Brown,entrance
18:30,Brian Thomas,entrance
18:31,Natalie Lopez,drinks
18:31,Gabriela Torres,checkout
18:31,Richard Martin,drinks
18:31,Ryan Cabrera,drinks
18:31,Alicia Thompson,fruit
18:31,Daniel Moreno,fruit
18:31,Amy Williams,dairy
18:31,Mary Brown,drinks
18:31,Brian Thomas,dairy
18:32,Natalie Lopez,spices
18:32,Richard Martin,drinks
18:32,Ryan Cabrera,drinks
18:32,Alicia Thompson,checkout
18:32,Daniel Moreno,drinks
18:32,Amy Williams,dairy
18:32,Mary Brown,drinks
18:32,Brian Thomas,dairy
18:32,Jerry Fischer,entrance
18:32,Lindsey Rogers,entrance
18:33,Natalie Lopez,fruit
18:33,Richard Martin,drinks
18:33,Ryan Cabrera,drinks
18:33,Daniel Moreno,fruit
18:33,Amy Williams,dairy
18:33,Mary Brown,checkout
18:33,Brian Thomas,dairy
18:33,Jerry Fischer,fruit
18:33,Lindsey Rogers,dairy
18:33,Mr. Mark Lutz MD,entrance
18:34,Natalie Lopez,checkout
18:34,Richard Martin,checkout
18:34,Ryan Cabrera,drinks
18:34,Daniel Moreno,checkout
18:34,Amy Williams,fruit
18:34,Brian Thomas,drinks
18:34,Jerry Fischer,fruit
18:34,Lindsey Rogers,dairy
18:34,Mr. Mark Lutz MD,dairy
18:34,Amanda Hernandez,entrance
18:34,Jennifer Franklin,entrance
18:35,Ryan Cabrera,drinks
18:35,Amy Williams,fruit
18:35,Brian Thomas,drinks
18:35,Jerry Fischer,dairy
18:35,Lindsey Rogers,dairy
18:35,Mr. Mark Lutz MD,drinks
18:35,Amanda Hernandez,spices
18:35,Jennifer Franklin,spices
18:35,Jessica Fuller,entrance
18:36,Ryan Cabrera,spices
18:36,Amy Williams,fruit
18:36,Brian Thomas,checkout
18:36,Jerry Fischer,spices
18:36,Lindsey Rogers,dairy
18:36,Mr. Mark Lutz MD,drinks
18:36,Amanda Hernandez,checkout
18:36,Jennifer Franklin,dairy
18:36,Jessica Fuller,dairy
18:36,Charles Hall,entrance
18:36,Wanda Peterson,entrance
18:37,Ryan Cabrera,spices
18:37,Amy Williams,drinks
18:37,Jerry Fischer,spices
18:37,Lindsey Rogers,drinks
18:37,Mr. Mark Lutz MD,checkout
18:37,Jennifer Franklin,checkout
18:37,Jessica Fuller,dairy
18:37,Charles Hall,dairy
18:37,Wanda Peterson,fruit
18:38,Ryan Cabrera,checkout
18:38,Amy Williams,checkout
18:38,Jerry Fischer,spices
18:38,Lindsey Rogers,spices
18:38,Jessica Fuller,checkout
18:38,Charles Hall,drinks
18:38,Wanda Peterson,checkout
18:38,Sean Reed,entrance
18:39,Jerry Fischer,dairy
18:39,Lindsey Rogers,spices
18:39,Charles Hall,spices
18:39,Sean Reed,fruit
18:39,Michael Petty,entrance
18:39,Benjamin Green,entrance
18:40,Jerry Fischer,drinks
18:40,Lindsey Rogers,spices
18:40,Charles Hall,spices
18:40,Sean Reed,checkout
18:40,Michael Petty,fruit
18:40,Benjamin Green,fruit
18:41,Jerry Fischer,drinks
18:41,Lindsey Rogers,drinks
18:41,Charles Hall,drinks
18:41,Michael Petty,fruit
18:41,Benjamin Green,dairy
18:41,Mary Thomas,entrance
18:41,Shannon Parks,entrance
18:42,Jerry Fischer,dairy
18:42,Lindsey Rogers,drinks
18:42,Charles Hall,drinks
18:42,Michael Petty,drinks
18:42,Benjamin Green,dairy
18:42,Mary Thomas,fruit
18:42,Shannon Parks,spices
18:43,Jerry Fischer,dairy
18:43,Lindsey Rogers,fruit
18:43,Charles Hall,spices
18:43,Michael Petty,drinks
18:43,Benjamin Green,dairy
18:43,Mary Thomas,fruit
18:43,Shannon Parks,drinks
18:44,Jerry Fischer,dairy
18:44,Lindsey Rogers,fruit
18:44,Charles Hall,dairy
18:44,Michael Petty,checkout
18:44,Benjamin Green,dairy
18:44,Mary Thomas,fruit
18:44,Shannon Parks,drinks
18:45,Jerry Fischer,checkout
18:45,Lindsey Rogers,fruit
18:45,Charles Hall,dairy
18:45,Benjamin Green,dairy
18:45,Mary Thomas,fruit
18:45,Shannon Parks,drinks
18:46,Lindsey Rogers,fruit
18:46,Charles Hall,dairy
18:46,Benjamin Green,dairy
18:46,Mary Thomas,spices
18:46,Shannon Parks,drinks
18:46,Allen Ali,entrance
18:47,Lindsey Rogers,fruit
18:47,Charles Hall,dairy
18:47,Benjamin Green,dairy
18:47,Mary Thomas,spices
18:47,Shannon Parks,drinks
18:47,Allen Ali,spices
18:47,Matthew Bentley,entrance
18:48,Lindsey Rogers,checkout
18:48,Charles Hall,dairy
18:48,Benjamin Green,checkout
18:48,Mary Thomas,spices
18:48,Shannon Parks,checkout
18:48,Allen Ali,spices
18:48,Matthew Bentley,dairy
18:48,Zachary Floyd,entrance
18:48,Ryan Harris,entrance
18:49,Charles Hall,fruit
18:49,Mary Thomas,checkout
18:49,Allen Ali,checkout
18:49,Matthew Bentley,fruit
18:49,Zachary Floyd,dairy
18:49,Ryan Harris,fruit
18:50,Charles Hall,fruit
18:50,Matthew Bentley,checkout
18:50,Zachary Floyd,dairy
18:50,Ryan Harris,fruit
18:50,Phillip Martin,entrance
18:50,Gabriela Duke,entrance
18:51,Charles Hall,fruit
18:51,Zachary Floyd,spices
18:51,Ryan Harris,fruit
18:51,Phillip Martin,drinks
18:51,Gabriela Duke,fruit
18:52,Charles Hall,drinks
18:52,Zachary Floyd,dairy
18:52,Ryan Harris,checkout
18:52,Phillip Martin,checkout
18:52,Gabriela Duke,dairy
18:53,Charles Hall,drinks
18:53,Zachary Floyd,dairy
18:53,Gabriela Duke,dairy
18:54,Charles Hall,drinks
18:54,Zachary Floyd,dairy
18:54,Gabriela Duke,dairy
18:55,Charles Hall,drinks
18:55,Zachary Floyd,dairy
18:55,Gabriela Duke,dairy
18:56,Charles Hall,drinks
18:56,Zachary Floyd,dairy
18:56,Gabriela Duke,dairy
18:57,Charles Hall,drinks
18:57,Zachary Floyd,dairy
18:57,Gabriela Duke,dairy
18:57,Alyssa Green,entrance
18:58,Charles Hall,drinks
18:58,Zachary Floyd,dairy
18:58,Gabriela Duke,dairy
18:58,Alyssa Green,fruit
18:58,Renee Moore,entrance
18:59,Charles Hall,drinks
18:59,Zachary Floyd,dairy
18:59,Gabriela Duke,dairy
18:59,Alyssa Green,fruit
18:59,Renee Moore,fruit
18:59,Levi Gillespie,entrance
18:59,Tonya Bailey,entrance
19:00,Charles Hall,drinks
19:00,Zachary Floyd,dairy
19:00,Gabriela Duke,dairy
19:00,Alyssa Green,drinks
19:00,Renee Moore,fruit
19:00,Levi Gillespie,fruit
19:00,Tonya Bailey,dairy
19:00,Stephanie Fox,entrance
19:00,Paul Cabrera,entrance
19:01,Charles Hall,drinks
19:01,Zachary Floyd,dairy
19:01,Gabriela Duke,dairy
19:01,Alyssa Green,drinks
19:01,Renee Moore,dairy
19:01,Levi Gillespie,fruit
19:01,Tonya Bailey,dairy
19:01,Stephanie Fox,fruit
19:01,Paul Cabrera,dairy
19:01,Christina Sheppard,entrance
19:02,Charles Hall,spices
19:02,Zachary Floyd,dairy
19:02,Gabriela Duke,dairy
19:02,Alyssa Green,spices
19:02,Renee Moore,dairy
19:02,Levi Gillespie,fruit
19:02,Tonya Bailey,dairy
19:02,Stephanie Fox,drinks
19:02,Paul Cabrera,dairy
19:02,Christina Sheppard,spices
19:02,Patricia Robertson,entrance
19:03,Charles Hall,dairy
19:03,Zachary Floyd,dairy
19:03,Gabriela Duke,dairy
19:03,Alyssa Green,checkout
19:03,Renee Moore,fruit
19:03,Levi Gillespie,checkout
19:03,Tonya Bailey,spices
19:03,Stephanie Fox,drinks
19:03,Paul Cabrera,spices
19:03,Christina Sheppard,dairy
19:03,Patricia Robertson,fruit
19:03,John Maddox,entrance
19:04,Charles Hall,dairy
19:04,Zachary Floyd,dairy
19:04,Gabriela Duke,dairy
19:04,Renee Moore,spices
19:04,Tonya Bailey,dairy
19:04,Stephanie Fox,checkout
19:04,Paul Cabrera,fruit
19:04,Christina Sheppard,dairy
19:04,Patricia Robertson,fruit
19:04,John Maddox,drinks
19:05,Charles Hall,dairy
19:05,Zachary Floyd,dairy
19:05,Gabriela Duke,dairy
19:05,Renee Moore,spices
19:05,Tonya Bailey,dairy
19:05,Paul Cabrera,fruit
19:05,Christina Sheppard,dairy
19:05,Patricia Robertson,dairy
19:05,John Maddox,drinks
19:05,Andrea Young,entrance
19:05,Mrs. Alicia Romero,entrance
19:06,Charles Hall,dairy
19:06,Zachary Floyd,dairy
19:06,Gabriela Duke,fruit
19:06,Renee Moore,spices
19:06,Tonya Bailey,dairy
19:06,Paul Cabrera,fruit
19:06,Christina Sheppard,dairy
19:06,Patricia Robertson,dairy
19:06,John Maddox,drinks
19:06,Andrea Young,fruit
19:06,Mrs. Alicia Romero,fruit
19:07,Charles Hall,dairy
19:07,Zachary Floyd,dairy
19:07,Gabriela Duke,fruit
19:07,Renee Moore,drinks
19:07,Tonya Bailey,dairy
19:07,Paul Cabrera,dairy
19:07,Christina Sheppard,drinks
19:07,Patricia Robertson,dairy
19:07,John Maddox,checkout
19:07,Andrea Young,checkout
19:07,Mrs. Alicia Romero,fruit
19:08,Charles Hall,dairy
19:08,Zachary Floyd,dairy
19:08,Gabriela Duke,dairy
19:08,Renee Moore,drinks
19:08,Tonya Bailey,dairy
19:08,Paul Cabrera,dairy
19:08,Christina Sheppard,drinks
19:08,Patricia Robertson,dairy
19:08,Mrs. Alicia Romero,fruit
19:08,Jaime Weeks,entrance
19:09,Charles Hall,dairy
19:09,Zachary Floyd,checkout
19:09,Gabriela Duke,dairy
19:09,Renee Moore,checkout
19:09,Tonya Bailey,dairy
19:09,Paul Cabrera,dairy
19:09,Christina Sheppard,fruit
19:09,Patricia Robertson,dairy
19:09,Mrs. Alicia Romero,fruit
19:09,Jaime Weeks,drinks
19:09,Nicole Castillo,entrance
19:10,Charles Hall,dairy
19:10,Gabriela Duke,dairy
19:10,Tonya Bailey,spices
19:10,Paul Cabrera,checkout
19:10,Christina Sheppard,drinks
19:10,Patricia Robertson,dairy
19:10,Mrs. Alicia Romero,fruit
19:10,Jaime Weeks,dairy
19:10,Nicole Castillo,spices
19:11,Charles Hall,dairy
19:11,Gabriela Duke,dairy
19:11,Tonya Bailey,spices
19:11,Christina Sheppard,checkout
19:11,Patricia Robertson,dairy
19:11,Mrs. Alicia Romero,fruit
19:11,Jaime Weeks,fruit
19:11,Nicole Castillo,spices
19:11,Amanda Hicks,entrance
19:11,Gary Wilson,entrance
19:12,Charles Hall,dairy
19:12,Gabriela Duke,dairy
19:12,Tonya Bailey,drinks
19:12,Patricia Robertson,fruit
19:12,Mrs. Alicia Romero,checkout
19:12,Jaime Weeks,dairy
19:12,Nicole Castillo,checkout
19:12,Amanda Hicks,fruit
19:12,Gary Wilson,fruit
19:12,Brittany Ibarra,entrance
19:13,Charles Hall,dairy
19:13,Gabriela Duke,dairy
19:13,Tonya Bailey,fruit
19:13,Patricia Robertson,fruit
19:13,Jaime Weeks,dairy
19:13,Amanda Hicks,fruit
19:13,Gary Wilson,checkout
19:13,Brittany Ibarra,dairy
19:13,Holly Ford,entrance
19:14,Charles Hall,dairy
19:14,Gabriela Duke,dairy
19:14,Tonya Bailey,fruit
19:14,Patricia Robertson,dairy
19:14,Jaime Weeks,dairy
19:14,Amanda Hicks,fruit
19:14,Brittany Ibarra,drinks
19:14,Holly Ford,fruit
19:15,Charles Hall,dairy
19:15,Gabriela Duke,dairy
19:15,Tonya Bailey,fruit
19:15,Patricia Robertson,checkout
19:15,Jaime Weeks,dairy
19:15,Amanda Hicks,checkout
19:15,Brittany Ibarra,drinks
19:15,Holly Ford,checkout
19:15,Travis Perry,entrance
19:16,Charles Hall,dairy
19:16,Gabriela Duke,dairy
19:16,Tonya Bailey,fruit
19:16,Jaime Weeks,dairy
19:16,Brittany Ibarra,spices
19:16,Travis Perry,dairy
19:16,Allison Carney,entrance
19:17,Charles Hall,spices
19:17,Gabriela Duke,dairy
19:17,Tonya Bailey,spices
19:17,Jaime Weeks,checkout
19:17,Brittany Ibarra,dairy
19:17,Travis Perry,dairy
19:17,Allison Carney,dairy
19:17,Alicia Richardson,entrance
19:17,Lisa Fitzgerald,entrance
19:18,Charles Hall,drinks
19:18,Gabriela Duke,dairy
19:18,Tonya Bailey,fruit
19:18,Brittany Ibarra,dairy
19:18,Travis Perry,dairy
19:18,Allison Carney,dairy
19:18,Alicia Richardson,fruit
19:18,Lisa Fitzgerald,dairy
19:18,Corey Silva,entrance
19:19,Charles Hall,checkout
19:19,Gabriela Duke,dairy
19:19,Tonya Bailey,checkout
19:19,Brittany Ibarra,dairy
19:19,Travis Perry,fruit
19:19,Allison Carney,dairy
19:19,Alicia Richardson,fruit
19:19,Lisa Fitzgerald,dairy
19:19,Corey Silva,fruit
19:19,Garrett Jackson,entrance
19:19,Sherry Bridges,entrance
19:20,Gabriela Duke,spices
19:20,Brittany Ibarra,dairy
19:20,Travis Perry,fruit
19:20,Allison Carney,dairy
19:20,Alicia Richardson,checkout
19:20,Lisa Fitzgerald,dairy
19:20,Corey Silva,checkout
19:20,Garrett Jackson,fruit
19:20,Sherry Bridges,drinks
19:20,Patrick Carpenter,entrance
19:21,Gabriela Duke,spices
19:21,Brittany Ibarra,dairy
19:21,Travis Perry,checkout
19:21,Allison Carney,dairy
19:21,Lisa Fitzgerald,dairy
19:21,Garrett Jackson,fruit
19:21,Sherry Bridges,checkout
19:21,Patrick Carpenter,dairy
19:21,Lisa Taylor,entrance
19:22,Gabriela Duke,spices
19:22,Brittany Ibarra,checkout
19:22,Allison Carney,dairy
19:22,Lisa Fitzgerald,dairy
19:22,Garrett Jackson,fruit
19:22,Patrick Carpenter,dairy
19:22,Lisa Taylor,spices
19:23,Gabriela Duke,dairy
19:23,Allison Carney,dairy
19:23,Lisa Fitzgerald,dairy
19:23,Garrett Jackson,fruit
19:23,Patrick Carpenter,dairy
19:23,Lisa Taylor,spices
19:24,Gabriela Duke,dairy
19:24,Allison Carney,drinks
19:24,Lisa Fitzgerald,dairy
19:24,Garrett Jackson,fruit
19:24,Patrick Carpenter,dairy
19:24,Lisa Taylor,checkout
19:24,Denise Ellis DVM,entrance
19:24,Jessica Ross,entrance
19:25,Gabriela Duke,drinks
19:25,Allison Carney,checkout
19:25,Lisa Fitzgerald,dairy
19:25,Garrett Jackson,checkout
19:25,Patrick Carpenter,dairy
19:25,Denise Ellis DVM,drinks
19:25,Jessica Ross,dairy
19:25,William Lawrence,entrance
19:26,Gabriela Duke,drinks
19:26,Lisa Fitzgerald,dairy
19:26,Patrick Carpenter,dairy
19:26,Denise Ellis DVM,checkout
19:26,Jessica Ross,drinks
19:26,William Lawrence,spices
19:26,Anne Dickerson,entrance
19:26,Theodore Bryant,entrance
19:27,Gabriela Duke,drinks
19:27,Lisa Fitzgerald,checkout
19:27,Patrick Carpenter,dairy
19:27,Jessica Ross,checkout
19:27,William Lawrence,spices
19:27,Anne Dickerson,dairy
19:27,Theodore Bryant,drinks
19:28,Gabriela Duke,drinks
19:28,Patrick Carpenter,dairy
19:28,William Lawrence,spices
19:28,Anne Dickerson,dairy
19:28,Theodore Bryant,spices
19:28,Tammy Horne,entrance
19:28,Sarah Hernandez,entrance
19:29,Gabriela Duke,checkout
19:29,Patrick Carpenter,dairy
19:29,William Lawrence,dairy
19:29,Anne Dickerson,dairy
19:29,Theodore Bryant,spices
19:29,Tammy Horne,dairy
19:29,Sarah Hernandez,drinks
19:29,Jennifer Jackson,entrance
19:30,Patrick Carpenter,dairy
19:30,William Lawrence,dairy
19:30,Anne Dickerson,dairy
19:30,Theodore Bryant,spices
19:30,Tammy Horne,drinks
19:30,Sarah Hernandez,drinks
19:30,Jennifer Jackson,fruit
19:30,Virginia Bell,entrance
19:31,Patrick Carpenter,dairy
19:31,William Lawrence,dairy
19:31,Anne Dickerson,dairy
19:31,Theodore Bryant,drinks
19:31,Tammy Horne,drinks
19:31,Sarah Hernandez,fruit
19:31,Jennifer Jackson,spices
19:31,Virginia Bell,dairy
19:31,David Rosario,entrance
19:31,James Meyers,entrance
19:32,Patrick Carpenter,dairy
19:32,William Lawrence,dairy
19:32,Anne Dickerson,dairy
19:32,Theodore Bryant,drinks
19:32,Tammy Horne,checkout
19:32,Sarah Hernandez,fruit
19:32,Jennifer Jackson,spices
19:32,Virginia Bell,dairy
19:32,David Rosario,dairy
19:32,James Meyers,fruit
19:32,Lindsey French,entrance
19:32,Jason Bailey,entrance
19:33,Patrick Carpenter,dairy
19:33,William Lawrence,checkout
19:33,Anne Dickerson,checkout
19:33,Theodore Bryant,drinks
19:33,Sarah Hernandez,fruit
19:33,Jennifer Jackson,spices
19:33,Virginia Bell,dairy
19:33,David Rosario,dairy
19:33,James Meyers,dairy
19:33,Lindsey French,dairy
19:33,Jason Bailey,fruit
19:33,Donna Jones,entrance
19:34,Patrick Carpenter,checkout
19:34,Theodore Bryant,drinks
19:34,Sarah Hernandez,checkout
19:34,Jennifer Jackson,spices
19:34,Virginia Bell,dairy
19:34,David Rosario,dairy
19:34,James Meyers,dairy
19:34,Lindsey French,dairy
19:34,Jason Bailey,fruit
19:34,Donna Jones,fruit
19:35,Theodore Bryant,drinks
19:35,Jennifer Jackson,spices
19:35,Virginia Bell,dairy
19:35,David Rosario,dairy
19:35,James Meyers,dairy
19:35,Lindsey French,checkout
19:35,Jason Bailey,fruit
19:35,Donna Jones,fruit
19:35,Jason Williams,entrance
19:35,Christopher Bruce,entrance
19:36,Theodore Bryant,spices
19:36,Jennifer Jackson,drinks
19:36,Virginia Bell,drinks
19:36,David Rosario,dairy
19:36,James Meyers,checkout
19:36,Jason Bailey,dairy
19:36,Donna Jones,fruit
19:36,Jason Williams,fruit
19:36,Christopher Bruce,spices
19:37,Theodore Bryant,spices
19:37,Jennifer Jackson,drinks
19:37,Virginia Bell,drinks
19:37,David Rosario,dairy
19:37,Jason Bailey,drinks
19:37,Donna Jones,fruit
19:37,Jason Williams,fruit
19:37,Christopher Bruce,fruit
19:38,Theodore Bryant,drinks
19:38,Jennifer Jackson,drinks
19:38,Virginia Bell,drinks
19:38,David Rosario,dairy
19:38,Jason Bailey,spices
19:38,Donna Jones,fruit
19:38,Jason Williams,fruit
19:38,Christopher Bruce,checkout
19:38,Catherine Sullivan,entrance
19:39,Theodore Bryant,spices
19:39,Jennifer Jackson,drinks
19:39,Virginia Bell,drinks
19:39,David Rosario,dairy
19:39,Jason Bailey,spices
19:39,Donna Jones,fruit
19:39,Jason Williams,fruit
19:39,Catherine Sullivan,drinks
19:39,Joyce Freeman,entrance
19:40,Theodore Bryant,spices
19:40,Jennifer Jackson,drinks
19:40,Virginia Bell,drinks
19:40,David Rosario,dairy
19:40,Jason Bailey,spices
19:40,Donna Jones,fruit
19:40,Jason Williams,checkout
19:40,Catherine Sullivan,checkout
19:40,Joyce Freeman,spices
19:40,Angela Campbell,entrance
19:41,Theodore Bryant,spices
19:41,Jennifer Jackson,drinks
19:41,Virginia Bell,spices
19:41,David Rosario,dairy
19:41,Jason Bailey,drinks
19:41,Donna Jones,fruit
19:41,Joyce Freeman,drinks
19:41,Angela Campbell,fruit
19:42,Theodore Bryant,dairy
19:42,Jennifer Jackson,drinks
19:42,Virginia Bell,checkout
19:42,David Rosario,dairy
19:42,Jason Bailey,drinks
19:42,Donna Jones,checkout
19:42,Joyce Freeman,drinks
19:42,Angela Campbell,checkout
19:42,Cindy Gomez,entrance
19:42,Stephanie Mendez,entrance
19:43,Theodore Bryant,spices
19:43,Jennifer Jackson,drinks
19:43,David Rosario,checkout
19:43,Jason Bailey,drinks
19:43,Joyce Freeman,drinks
19:43,Cindy Gomez,fruit
19:43,Stephanie Mendez,dairy
19:44,Theodore Bryant,dairy
19:44,Jennifer Jackson,drinks
19:44,Jason Bailey,fruit
19:44,Joyce Freeman,checkout
19:44,Cindy Gomez,checkout
19:44,Stephanie Mendez,dairy
19:44,Roy Davis,entrance
19:44,Kevin Brown,entrance
19:45,Theodore Bryant,dairy
19:45,Jennifer Jackson,drinks
19:45,Jason Bailey,fruit
19:45,Stephanie Mendez,dairy
19:45,Roy Davis,drinks
19:45,Kevin Brown,drinks
19:45,Ashley Ingram,entrance
19:45,Diane Morales,entrance
19:46,Theodore Bryant,dairy
19:46,Jennifer Jackson,checkout
19:46,Jason Bailey,fruit
19:46,Stephanie Mendez,checkout
19:46,Roy Davis,checkout
19:46,Kevin Brown,drinks
19:46,Ashley Ingram,spices
19:46,Diane Morales,spices
19:47,Theodore Bryant,spices
19:47,Jason Bailey,fruit
19:47,Kevin Brown,checkout
19:47,Ashley Ingram,spices
19:47,Diane Morales,spices
19:48,Theodore Bryant,drinks
19:48,Jason Bailey,fruit
19:48,Ashley Ingram,drinks
19:48,Diane Morales,drinks
19:48,Lori Davis,entrance
19:49,Theodore Bryant,checkout
19:49,Jason Bailey,fruit
19:49,Ashley Ingram,drinks
19:49,Diane Morales,drinks
19:49,Lori Davis,dairy
19:49,Susan Blackwell,entrance
19:49,Stephen Morris,entrance
19:50,Jason Bailey,dairy
19:50,Ashley Ingram,drinks
19:50,Diane Morales,drinks
19:50,Lori Davis,dairy
19:50,Susan Blackwell,fruit
19:50,Stephen Morris,dairy
19:50,Brittney Brooks DVM,entrance
19:50,Darlene Mendez,entrance
19:51,Jason Bailey,fruit
19:51,Ashley Ingram,checkout
19:51,Diane Morales,drinks
19:51,Lori Davis,dairy
19:51,Susan Blackwell,fruit
19:51,Stephen Morris,dairy
19:51,Brittney Brooks DVM,dairy
19:51,Darlene Mendez,dairy
19:51,Kenneth Walker,entrance
19:51,Deanna Ross,entrance
19:52,Jason Bailey,fruit
19:52,Diane Morales,spices
19:52,Lori Davis,dairy
19:52,Susan Blackwell,fruit
19:52,Stephen Morris,dairy
19:52,Brittney Brooks DVM,spices
19:52,Darlene Mendez,dairy
19:52,Kenneth Walker,fruit
19:52,Deanna Ross,fruit
19:52,Jennifer Martin,entrance
19:52,Madeline Taylor,entrance
19:53,Jason Bailey,fruit
19:53,Diane Morales,spices
19:53,Lori Davis,dairy
19:53,Susan Blackwell,fruit
19:53,Stephen Morris,dairy
19:53,Brittney Brooks DVM,dairy
19:53,Darlene Mendez,dairy
19:53,Kenneth Walker,fruit
19:53,Deanna Ross,fruit
19:53,Jennifer Martin,dairy
19:53,Madeline Taylor,spices
19:54,Jason Bailey,fruit
19:54,Diane Morales,spices
19:54,Lori Davis,spices
19:54,Susan Blackwell,fruit
19:54,Stephen Morris,dairy
19:54,Brittney Brooks DVM,dairy
19:54,Darlene Mendez,dairy
19:54,Kenneth Walker,checkout
19:54,Deanna Ross,fruit
19:54,Jennifer Martin,dairy
19:54,Madeline Taylor,drinks
19:55,Jason Bailey,fruit
19:55,Diane Morales,checkout
19:55,Lori Davis,drinks
19:55,Susan Blackwell,fruit
19:55,Stephen Morris,dairy
